company_code,as_of,total_score,prosperity_level,trend,summary,key_drivers,risk_factors,_status,demand_score,demand_reason,supply_competition_score,supply_competition_reason,policy_environment_score,policy_environment_reason,profit_growth_score,profit_growth_reason
601216,2021,75,较高景气,上行,2021年大宗商品与化工品景气上行，公司一体化优势受益于价格上涨和供给约束，但能耗双控与地产下行带来不确定性，整体处于较高景气。,"大宗商品涨价与化工品价差扩大, 能耗双控限制供给并抬升产品价格, BDO/PTMEG受益于可降解塑料与氨纶需求高增, 煤—电—电石—PVC一体化成本优势","能耗双控与限电限产导致开工率下降, 房地产下行拖累PVC等需求, 政策调控煤炭等原材料价格带来盈利波动",success,20,疫后经济复苏与出口强劲支撑化工品需求，聚氯乙烯、片碱、BDO、PTMEG等产品价格明显上涨；但房地产融资收紧对PVC中长期需求预期形成压制。,18,公司具备煤—电—电石—PVC一体化成本优势，能耗双控与环保约束限制行业供给释放；但化工行业整体竞争仍较充分，新增产能和开工率受政策扰动较大。,16,'双碳'与能耗双控成为主线，短期限制高耗能化工供给并推升价格，但长期对电石、PVC等产业形成产能扩张约束；内蒙古限电限产政策增加经营不确定性。,21,主要化工品价格上行、价差扩大，BDO/PTMEG受可降解塑料和氨纶需求拉动盈利弹性大，一体化企业利润预期显著改善；但价格波动和政策调控风险较高。
601108,2021,75,较高景气,上行,资本市场改革与居民财富配置迁移支撑券商景气度上行，财通证券多元业务受益但受行业竞争和自营波动约束，整体处于较高景气。,"居民资产配置向权益类产品迁移，财富管理与基金业务需求高增, 注册制改革、北交所设立等资本市场政策红利释放, 市场成交活跃与两融规模扩张带动经纪和信用业务","佣金费率下行与行业同质化竞争加剧, 市场大幅波动导致自营投资和信用业务盈利承压, 房地产信用风险与宏观下行预期压制风险偏好",success,22,2021年资本市场交投活跃，居民财富向权益类资产迁移，公募基金发行与基金投顾需求旺盛，两融余额和IPO融资规模维持高位，财富管理、信用、投行等业务需求稳健增长；但下半年市场波动与宏观下行预期对成交和风险偏好形成扰动。,16,证券行业同质化竞争仍较明显，传统经纪佣金率持续下行，财富管理与资管赛道吸引各类机构加剧竞争；财通证券具备浙江区域优势和多元金融牌照，但资本实力与头部券商相比不占优，议价能力与份额提升空间受限。,20,2021年资本市场改革持续推进，注册制改革、北交所设立、基金投顾试点扩大等政策利好券商展业；同时监管对两融、场外衍生品、佣金费率等保持规范，房地产信用风险暴露和外部流动性变化带来一定不确定性。,17,财富管理、资管、基金及投行业务有望贡献增长，两融利息收入随规模扩张改善，但自营投资受市场波动影响较大，信用业务面临减值压力，行业费率下行也压制传统经纪盈利弹性，整体盈利预期改善但确定性中等。
000858,2021,75,较高景气,上行,2021年五粮液作为高端白酒龙头，需求稳健、竞争格局稳固，盈利成长确定性较高，但消费复苏偏弱与政策隐忧制约上行弹性，整体处于较高景气区间。,"高端白酒消费升级与品牌集中度提升, 渠道改革与产品结构优化带动盈利增长","疫情反复导致消费场景受限, 消费税改革等政策不确定性",success,20,高端白酒需求受益于消费升级和品牌集中度提升，五粮液作为浓香龙头动销稳健，普五批价坚挺；但疫情反复对宴席、商务消费场景形成扰动，消费恢复整体偏弱，增速较2020年可能有所放缓。,19,高端白酒产能受产区、窖池和品牌壁垒限制，供给端扩张有限；五粮液在千元价格带具备强品牌力和渠道掌控力，议价能力较强，但面临茅台价格压制及国窖1573等竞品追赶，竞争格局仍较稳固。,16,2021年无直接针对白酒的强力打压政策，但消费税改革预期、限制三公消费等隐忧持续存在；宏观层面疫后经济复苏但消费恢复偏弱，财政跨周期调节对高端消费拉动有限，整体政策环境中性偏谨慎。,20,五粮液毛利率和净利率保持高位，产品结构持续优化，渠道改革红利释放；市场预期未来1-2年营收和利润仍能维持双位数增长，盈利确定性和成长空间在消费板块中较为突出。
600362,2021,75,较高景气,上行,2021年铜价上行与新能源需求预期共同推升江铜业务景气度，但冶炼加工费低迷和限电扰动限制盈利弹性，整体处于较高景气且趋势向上。,"全球疫后复苏与流动性宽松推动铜价大幅上涨, 新能源、电网、电动车和光伏风电拉动铜中长期需求, 公司铜全产业链一体化与规模优势，硫酸、黄金白银等副产品价格上行","铜价高位波动或回落带来盈利不确定性, 铜精矿加工费低迷及冶炼产能竞争加剧挤压利润, 能耗双控、限电限产及房地产下行拖累需求与生产",success,21,疫后经济复苏与全球流动性宽松推动铜价高位运行；新能源、电网、电动车、光伏风电等带动铜中长期需求预期向好，但房地产信用风险、限电限产和下半年基数效应形成扰动。,16,铜矿供给恢复偏慢、新增产能有限，对铜价形成支撑；公司具备勘探、采矿、冶炼、加工一体化规模优势，但铜冶炼产能相对过剩、加工费低迷，加工环节竞争激烈，议价能力受限。,19,双碳目标与新能源产业政策利好铜需求，电网投资和绿色转型提供长期支撑；但能耗双控、限电限产、环保约束对冶炼生产形成扰动，房地产调控收紧拖累部分传统需求。,19,铜价高位、硫酸及贵金属副产品价格上涨推动盈利改善，一体化布局增强抗风险能力；但冶炼加工费低位、能源与环保成本上升、铜价波动较大，成长性偏周期而非稳定高增长。
600482,2021,75,较高景气,上行,2021年公司受益于造船周期复苏、海军装备建设与核电重启，需求与政策支撑较强，但原材料涨价和限电扰动下盈利改善节奏偏慢，整体呈较高景气、趋势上行。,"造船新接订单回升带动船用动力需求滞后释放, “十四五”国防装备建设与核电审批恢复, 双碳背景下绿色船舶、综合电力与储能需求扩张","原材料价格大幅上涨侵蚀中游制造毛利率, 海工平台及电池储能领域竞争激烈、需求不及预期, 能耗双控、限电限产及船价传导滞后影响交付与盈利",success,19,全球航运与造船市场复苏，新船订单回升带动船用动力需求预期改善；海军装备建设与核电审批恢复支撑军品及核动力设备需求；储能与新能源电池需求高增，但海工平台仍相对低迷。,18,公司在船舶动力系统、综合电力等领域具备央企龙头地位，低速机等环节竞争格局相对集中；但船用设备议价能力受船厂压制，电池与储能领域竞争激烈。,22,“十四五”国防装备建设、海洋强国、双碳目标与绿色船舶、核电积极有序发展等政策方向形成较强支撑；能耗双控与限电限产对中游制造形成阶段性扰动。,16,在手订单与需求预期改善带来收入增长空间，但大宗商品涨价、船价传导滞后及限电限产可能压制短期毛利率，盈利弹性更多依赖后续成本回落与高毛利业务放量。
600109,2021,74,较高景气,上行,2021年资本市场改革与交投活跃驱动券商行业较高景气，国金证券投行与财富管理业务有望受益，但竞争加剧与市场波动构成风险。,"注册制改革与北交所设立, 居民财富向权益市场转移，基金发行火爆, 市场交投活跃，两融规模增长","市场大幅波动导致自营收益下滑, 行业竞争加剧与费率下行, 宏观经济下行压力影响市场情绪",success,20,2021年A股交投活跃，日均成交额维持高位，公募基金发行火爆，居民财富向权益市场转移，投行IPO与再融资需求旺盛，财富管理和机构业务需求景气度较高。,16,证券行业竞争激烈，同质化明显，头部券商集中度提升，国金证券在投行等细分领域有一定特色但整体议价能力一般，费率下行压力持续。,20,资本市场改革深化，注册制推进、北交所设立等政策利好直接融资，监管支持券商业务创新与财富管理转型，宏观流动性稳健，但经济下行压力构成外部扰动。,18,行业盈利预期改善，经纪、投行、资管等业务收入有望增长，但自营投资受市场波动影响较大，利润率提升空间受竞争和费率下行制约。
601377,2021,74,较高景气,上行,2021年资本市场改革与财富管理扩张支撑兴业证券业务景气度较高，但行业竞争与市场波动限制其上行弹性。,"居民资产配置向权益类产品迁移，财富管理与公募基金业务高景气, 资本市场改革与全面注册制预期提升投行及机构业务空间, 市场交投活跃带动经纪、两融与资管业务收入增长","市场大幅波动导致自营投资和经纪业务承压, 行业佣金率下行与同质化竞争压缩盈利空间, 信用业务减值及房地产信用风险外溢可能拖累业绩",success,19,2021年资本市场交投活跃，日均成交额中枢抬升，居民资产配置向权益类产品迁移，公募基金发行与财富管理需求旺盛；全面注册制预期升温，投行与机构业务需求向好，但下半年市场波动与基数效应可能带来一定扰动。,17,证券行业同质化竞争仍较明显，经纪佣金率持续下行，头部券商资本与综合服务优势突出；兴业证券在财富管理端有兴证全球基金等特色资产，但整体资本实力和业务规模与头部券商仍有差距，份额提升面临竞争压力。,20,政策持续支持资本市场深化改革，全面注册制、基金投顾、直接融资占比提升和打造航母级券商等方向利好证券行业；监管趋严有利于规范经营机构，但市场波动与外部宏观不确定性仍可能影响政策节奏。,18,经纪、两融、资管、投行等业务收入在2021年有望保持增长，公募基金利润贡献对盈利形成支撑，行业净利润增速预期较好；但自营投资受市场波动影响较大，佣金率下行和信用业务减值风险可能制约盈利弹性。
600958,2021,74,较高景气,上行,2021年东方证券受益于财富管理与资管扩容、资本市场改革，业务景气度处于较高水平且趋势向上。,"居民财富向净值型产品迁移与公募基金扩容, 注册制改革和直接融资比重提升, 公司资管与财富管理业务特色","市场成交与投资收益波动, 行业佣金费率下行和竞争加剧, 房地产信用风险与监管防风险",success,20,居民财富管理需求向权益和净值型产品迁移，公募基金与资管行业扩容，资本市场成交活跃度较高，注册制下投行需求增加；但传统经纪佣金率下行，部分业务受市场波动影响。,16,证券行业同质化竞争激烈，费率承压，头部集中度提升；公司在资管和财富管理领域有品牌与产品特色，但整体议价能力和份额稳定性仍受竞争制约。,19,提高直接融资比重、注册制改革、基金投顾等政策支持券商财富管理和投行发展；同时金融防风险、房地产信用风险暴露和海外流动性收紧带来外部扰动。,19,交投活跃和资管规模增长支撑业绩，财富管理转型有望提升收入质量；但自营投资收益波动、费用投入和竞争压低利润率，盈利改善确定性中等偏上。
601877,2021,74,较高景气,上行,低压电器稳健叠加户用光伏与新能源业务高速扩张，政策顺风明确、成长性突出，但原材料与组件涨价压制盈利，整体处于较高景气、趋势上行。,"‘双碳’目标与整县推进政策驱动户用分布式光伏与新能源配套需求高速增长, 公司低压电器渠道与品牌优势稳固，并延伸至光伏EPC、逆变器与储能形成协同","铜、银等原材料及硅料组件价格大幅上涨，挤压低压电器与光伏开发业务毛利率, 房地产融资收紧拖累建筑电器需求，光伏电站开发领域竞争加剧、新进入者增多",success,20,低压电器下游受制造业投资回暖、配电网改造与新能源（光伏、储能、充电）配套需求拉动，需求稳健；户用光伏在整县推进与补贴政策刺激下装机高速增长，公司为户用光伏龙头，订单与开发规模扩张确定性强。但建筑电器受地产三道红线、融资收紧拖累，需求偏弱，形成结构性分化。,17,低压电器行业格局相对分散但公司凭借渠道与品牌优势稳居内资龙头，分销网络与经销体系构成较强壁垒；光伏电站开发、EPC与户用光伏赛道吸引大量新进入者，竞争加剧，逆变器与储能环节亦面临头部厂商挤压。上游铜、银等原材料价格上涨削弱公司在成本端议价能力，产能并非瓶颈。,22,‘双碳’目标成为‘十四五’主线，整县屋顶分布式光伏开发、户用光伏补贴、储能与新型电力系统建设等政策密集落地，公司低压电器+新能源双主业均直接受益；配电网投资与新型电力系统建设提供中长期政策支撑。外部扰动主要来自能耗双控与限电限产对中游制造交付节奏的阶段性影响。,15,收入端受光伏电站开发与户用光伏放量带动成长性突出，但盈利端承压明显：铜、银等大宗原材料价格大幅上涨挤压低压电器毛利率，硅料及组件价格上行又抬高电站开发与EPC成本、压低项目收益率，逆变器与储能处于投入期。整体呈现‘规模高增、利润率承压、成长确定但盈利弹性受限’的特征。
600487,2021,74,较高景气,上行,2021年公司处于海上风电与光通信边际复苏共振期，业务景气度较高且趋势向上，但盈利弹性受原材料与行业竞争约束。,"海上风电抢装与十四五海风规划带动海缆及海洋能源需求, 5G、千兆光网及数据中心建设推动光通信需求边际复苏, 双碳与电网投资支撑智能电网和新能源智能业务, 海缆龙头技术资质壁垒带来较高议价能力","海上风电国补退出后需求节奏和项目并网进度可能波动, 原材料价格上涨与能耗双控/限电限产扰动成本和交付, 光纤光缆行业竞争仍存，价格与盈利修复弹性有限, 铜导体等业务同质化竞争较强，毛利率承压",success,20,双碳目标下海上风电抢装、新能源并网及特高压/配网建设支撑海缆与智能电网需求；5G、千兆光网和数据中心带动光通信需求边际复苏，但传统光纤光缆增长温和，海风抢装后节奏存在波动。,17,海缆与海洋通信具备技术、资质和区位壁垒，公司为头部厂商，议价能力相对较强；光纤光缆行业经历出清后价格触底，但产能仍较充裕、竞争仍存；铜导体等业务同质化竞争较强。,19,双碳、十四五海洋经济、新基建、电网投资和5G/千兆光网政策方向友好；但能耗双控与限电限产、原材料涨价及海外贸易环境可能扰动成本和交付。,18,海缆与海洋工程等高毛利业务占比提升预期较强，光通信盈利有望触底修复，智能电网业务稳健；但铜等原材料涨价、限电及光通信价格弹性有限，盈利改善幅度存在不确定性。
601878,2021,74,较高景气,上行,浙商证券作为中型综合券商，受益于2021年资本市场活跃与改革红利，业务景气度处于较高水平，但同质化竞争与市场波动制约上行弹性。,"资本市场改革深化与注册制、北交所等政策红利, 市场成交活跃与居民财富管理需求增长, 投行、资管、信用及期货业务多点贡献","行业佣金费率下行与同质化竞争加剧, 权益市场波动导致自营投资收益不确定, 信用业务减值及房地产信用风险外溢",success,20,2021年资本市场交投活跃度提升，居民财富管理需求向权益类资产迁移，注册制下投行股权与债券承销需求较强，浙商证券经纪、信用、资管、期货等业务均受益；但佣金率下行和成交波动对需求质量形成一定制约。,16,证券行业同质化竞争激烈，头部券商在资本实力、机构业务和投行份额上优势明显，佣金与费率持续承压；浙商证券具备浙江区域优势和一定机制活力，但整体资本实力与头部相比仍有差距。,20,2021年资本市场改革深化，注册制推进、北交所设立、提高直接融资比重等政策利好券商；但监管防风险取向、流动性边际收敛预期及房地产信用风险暴露，可能间接压制市场风险偏好。,18,行业盈利预期在成交活跃、投行扩容和财富管理转型带动下继续改善，浙商证券业绩具备弹性；但自营投资收益受市场波动影响较大，信用业务减值风险和费用投入可能拖累利润增速。
601100,2021,74,较高景气,持平,作为液压核心零部件龙头，受益于进口替代与高空作业平台等新应用拓展，在挖机周期见顶背景下仍保持较高景气，但增速由高增转向稳健、趋势大体持平。,"高端液压件（泵、阀、马达）进口替代加速，公司份额持续提升, 出口强劲叠加高空作业平台、农机、风电等非挖机新应用放量","国内挖掘机等工程机械销量周期性见顶回落，下游资本开支走弱, 钢材等原材料价格大幅上涨挤压毛利率，叠加能耗双控限电扰动生产",success,20,挖机等工程机械国内销量在2021年见顶回落，基数效应与地产收紧压制增量，但出口强劲、高空作业平台/农机/风电等新应用放量，且泵阀马达的进口替代空间大，形成结构性需求支撑，整体需求由单一挖机驱动转向多元驱动。,19,液压件（尤其高压柱塞泵、阀、马达）长期由川崎、力士乐等外资主导，行业壁垒高、格局集中；公司作为国内龙头在油缸领域份额稳固并向泵阀延伸，进口替代逻辑强化其议价能力，但高端环节仍处爬坡期、外资竞争与新增产能投放需持续消化。,16,十四五强化高端装备与核心零部件自主可控，国产替代政策友好；但2021年财政“跨周期调节”下专项债发行偏慢、基建投资低于预期，地产“三道红线”压制工程机械终端需求，叠加能耗双控与限电限产对中游制造形成扰动，外部环境多空交织。,19,公司历史毛利率、净利率处于行业高位，泵阀系统集成带来结构性升级与利润增量，成长路径清晰；但2021年钢材等大宗商品大幅涨价对成本端形成挤压，叠加挖机周期见顶预期，盈利增速大概率从高增回落至稳健区间，确定性尚可但弹性收敛。
002142,2021,74,较高景气,上行,2021年该行受益于区域经济复苏与自身零售/中小企业优势，景气度处于较高水平且趋势向上，但净息差与房地产信用风险构成约束。,"长三角及浙江区域经济活跃，中小企业与零售信贷需求较好, 资产质量稳健、拨备充足，信用成本下行支撑盈利修复, 财富管理与零售业务拓展带来非息收入成长空间","贷款利率下行与负债成本刚性导致净息差收窄, 房地产及城投相关信用风险暴露，资产质量压力上升, 大行下沉与同业竞争加剧，优质资产获取难度加大",success,19,疫后经济复苏与出口强劲支撑长三角等区域信贷需求，制造业、中小企业及零售信贷需求总体稳健；但房地产融资收紧、消费恢复偏弱，按揭与消费贷需求边际受限。,18,银行业竞争激烈，大行下沉与LPR改革压制资产端定价；优质城商行依靠区域客户基础、风险定价和零售布局维持份额与议价能力，但净息差承压。,17,政策要求金融让利实体、普惠与绿色金融支持力度大，货币环境总体稳健；房地产三道红线、平台经济与部分行业监管趋严带来信用分化，跨周期调节下银行经营环境中性偏友好。,20,资产质量稳健、拨备相对充足，信用成本有望从疫情高点回落；规模扩张与财富管理/零售业务支撑盈利增长，但净息差收窄和宏观信用风险制约利润弹性。
002001,2021,74,较高景气,上行,2021年新和成营养品与新材料双轮驱动，需求稳健、供给格局较好，盈利预期向上，整体处于较高景气。,"维生素、蛋氨酸等营养品需求与价格维持较好, PPS、PPA、HDI等新材料国产替代与新能源需求放量","能耗双控与限电限产扰动生产, 原料价格上涨及维生素价格回落风险",success,19,养殖后周期与饲料需求支撑维生素、蛋氨酸等营养品，香精香料随消费复苏，PPS/PPA/HDI等新材料受益新能源与轻量化需求；但猪价下行和消费偏弱部分抑制需求弹性。,18,维生素全球寡头格局稳定，公司具备成本与规模优势；新材料技术壁垒较高，国产替代空间大，但国内扩产与进口竞争并存，能耗双控对供给形成约束。,17,双碳与新能源政策利好新材料和高端化工，环保与能耗约束抬升成本；医药集采常态化对原料药业务影响偏中性，饲料添加剂政策环境总体平稳。,20,维生素价格高位、新材料逐步放量及一体化成本优势支撑盈利预期，但煤炭、石化原料涨价与限电限产可能压缩毛利率，利润增速仍有望保持较好水平。
002410,2021,74,较高景气,上行,数字造价云化基本盘稳健，施工与设计受建筑下游景气拖累，但在建筑信息化政策支持与龙头地位支撑下，整体仍处较高景气且趋势偏上行。,"建筑业数字化转型与智能建造政策推进, 数字造价软件云化与订阅制提升客户粘性和收入可预见性, 数字施工、数字设计及BIM一体化平台打开中长期成长空间","房地产下行与房企信用风险传导，导致建筑企业IT支出和回款放缓, 数字施工业务竞争加剧、投入高企，可能侵蚀短期利润, 基建投资和专项债发行偏慢，建筑产业链景气恢复不及预期",success,18,数字成本业务需求相对刚性，云化订阅提升持续付费属性；数字施工与设计受益建筑业数字化转型和智能建造趋势，但2021年地产融资收紧、基建投资低于预期，施工端IT开支与回款承压，需求存在分化。,20,公司在数字造价领域龙头地位稳固，客户粘性、渠道与产品生态优势较强，议价能力较好；数字施工赛道竞争者较多，但公司具备平台化、一体化与BIM协同优势，整体竞争格局相对有利。,18,数字经济、智能建造、建筑工业化、BIM与国产工业软件替代等政策方向形成支持；但房地产“三道红线”、房企信用风险暴露、专项债发行偏慢和基建不及预期，对建筑产业链信息化支出形成外部压制。,18,造价软件云转型提升收入质量、现金流与可预见性，基本盘稳健；施工与设计业务打开中长期成长空间，但投入大、费用高，且下游地产基建走弱可能压制回款与利润释放节奏，成长确定性较好但斜率受制约。
600346,2021,74,较高景气,持平,恒力石化在2021年受益于疫后复苏、大宗商品涨价与双碳限供，业务景气度处于较高水平，但下半年扰动增多，未来1-2年趋势预计以高位持平为主。,"疫后出口强劲与纺服产业链需求恢复, 大宗商品涨价与炼化价差改善, 双碳目标下炼化新增供给受限、龙头一体化优势凸显","能耗双控与限电限产扰动开工和需求, PTA及聚酯行业产能扩张与竞争加剧, 油价大幅波动、内需恢复偏弱及宏观下行压力",success,19,疫后经济复苏与出口强劲带动纺服产业链需求恢复，炼化产品、PTA、聚酯需求整体向好；但内需消费恢复偏弱，下半年基数效应、能耗双控与限电限产对中游制造形成扰动，需求增速预期边际放缓。,18,公司具备炼化、PTA、聚酯一体化规模与成本优势，在民营大炼化中处于龙头地位；但PTA与聚酯行业仍面临产能扩张和竞争加剧，能耗双控虽限制部分新增供给，行业整体供给压力仍存。,17,‘双碳’目标下炼化项目审批趋严，存量一体化龙头相对受益；但能耗双控、限电限产、碳减排成本上升以及大宗商品保供稳价政策，给开工率与成本端带来不确定性。,20,2021年大宗商品价格大幅上涨，炼化产品价差改善，公司一体化协同与规模优势支撑盈利预期向好；下游新材料布局提供成长空间，但原料成本高企、需求走弱与限电扰动可能压制利润弹性。
600660,2021,74,较高景气,上行,福耀玻璃处于汽车玻璃龙头份额提升与新能源车汽玻量价齐升的较高景气通道，短期缺芯和成本压力不改中期上行趋势。,"新能源车渗透率提升带动天幕/HUD等高附加值汽玻放量, 全球汽车玻璃龙头份额扩张与海外盈利修复","全球缺芯延长导致汽车产销不及预期, 纯碱、能源、海运费等成本持续高企及汇率波动",success,19,汽车行业受缺芯扰动销量承压，但新能源车渗透率快速提升，天幕、HUD、隔热隔音等高附加值汽玻渗透带来单车价值量提升，需求结构向好。,20,福耀为全球汽车玻璃龙头，成本、规模与产能布局优势突出，海外竞争对手收缩，行业格局稳定，公司份额与议价能力有望继续提升。,17,双碳与新能源汽车产业政策支持汽玻轻量化、智能化升级，但能耗双控、限电限产及原材料/海运费上涨对中游制造形成阶段性扰动。,18,纯碱、天然气、海运等成本上行压制短期毛利，但产品结构升级、海外产能利用率恢复和汇兑改善支撑未来1-2年盈利增长预期。
600018,2021,74,较高景气,上行,2021年上港集团受益于出口高景气和上海国际航运中心地位，业务景气度较高，但费率管制与高基数使增长弹性相对温和。,"中国出口强劲与集装箱吞吐量增长, 上海国际航运中心及长三角一体化政策红利, 港口区域垄断与自动化效率提升","全球贸易复苏不及预期或疫情反复冲击航运需求, 能耗双控、限电限产及高基数导致吞吐量增速回落, 港口费率受政策管制，盈利弹性受限",success,20,疫后全球贸易复苏与中国出口强劲，上海港集装箱吞吐量维持高增长，散杂货受益于大宗商品运输需求，但下半年高基数与限电对腹地生产有扰动。,18,港口具区域垄断属性，上海港国际枢纽地位和航线网络优势显著，竞争格局总体稳定；但周边港口分流与码头费率受管制限制议价弹性。,19,上海国际航运中心、长三角一体化及“十四五”交通强国建设提供支持，双碳推动绿色港口与海铁联运；同时环保与能耗约束增加改造支出。,17,吞吐量增长带动收入与盈利改善，自动化与效率提升有助于成本控制；但装卸费率调整空间有限，资本开支与人工、能源成本上升压制利润弹性。
603369,2021,74,较高景气,上行,2021年今世缘处于区域次高端白酒景气上行通道，需求韧性与结构升级支撑较高景气，但竞争加剧和消费环境波动制约弹性。,"江苏消费升级与宴席场景回补, 国缘系列次高端产品放量, 省内渠道深耕与市占率提升","疫情反复影响宴席与聚饮消费, 次高端白酒竞争加剧, 消费税改革等政策不确定性",success,20,江苏经济活跃、商务宴请与宴席场景恢复，国缘次高端产品放量带动结构升级；但疫情反复对大众消费和线下聚饮仍有压制。,16,白酒行业总量趋稳，次高端价格带竞争激烈，洋河、茅台系列酒及省外名酒持续挤压；公司省内市占率高，但全国化扩张难度较大。,17,白酒行业无直接限制性政策，地方政府对白酒产业多持支持态度；但消费税改革预期、反腐倡廉及共同富裕导向对高端消费情绪形成一定扰动。,21,次高端产品占比提升有望带动毛利率上行，费用管控和规模效应支撑利润较快增长，成长确定性较好，但基数抬升与竞争加剧或使增速边际放缓。
600522,2021,73,较高景气,上行,中天科技在双碳、海风和新能源高景气支撑下业务预期偏强，但多元业务分化与成本扰动限制景气弹性。,"海上风电抢装及海缆龙头地位带来的订单与盈利预期, 双碳目标下新能源、储能和电网投资扩张, 光纤光缆行业需求触底与供给出清预期","海上风电补贴退坡后需求阶段性波动, 原材料价格上涨与能耗双控、限电限产扰动盈利, 光纤光缆价格恢复不及预期及汽车缺芯影响零部件需求",success,19,海上风电抢装、双碳带动新能源与电网投资，海缆及新能源相关需求较强；光通信需求触底回升，但传统通信、汽车零部件受缺芯和基建偏慢拖累，需求结构分化。,16,海缆与海洋工程具备技术和资质壁垒，龙头份额相对稳固；但光纤光缆行业竞争仍较激烈，铜产品、汽车零部件等业务竞争充分，原材料涨价削弱中游议价能力。,21,双碳目标、海上风电、新能源、储能及电网升级政策支持力度强，产业方向明确；但能耗双控、限电限产以及专项债发行偏慢对中游制造和基建需求形成阶段性扰动。,17,海缆、海洋工程及新能源业务成长性和盈利改善预期较好；但光纤光缆价格仍处低位，铜等原材料价格上涨和限电限产对毛利率形成压力，整体盈利弹性受多元业务分化制约。
002475,2021,73,较高景气,上行,2021年立讯精密处于较高景气：消费电子基本盘稳健，汽车电子与数据中心提供上行弹性，但成本与竞争压力制约盈利弹性。,"苹果产业链份额提升与品类扩张, 新能源汽车/智能汽车带来连接器与模组需求高增, 5G与数据中心建设拉动通信业务","原材料涨价、限电限产与运费高企压缩毛利率, 消费电子需求放缓及大客户依赖, 行业竞争加剧与组装环节低毛利",success,19,消费电子基本盘受苹果链支撑相对稳健，TWS、可穿戴及VR/AR提供增量但手机需求趋饱和；新能源汽车、智能汽车与数据中心/5G建设带动汽车电子和通信业务需求结构向好。,17,连接器及EMS行业竞争激烈，公司凭借苹果链地位、垂直整合和份额提升具备优势；但组装代工环节议价力偏弱，原材料、运费及限电限产对供给端形成扰动。,19,双碳、新能源车、5G及数据中心等政策方向支持汽车电子与通信业务；消费电子无强压制政策，但能耗双控、全球缺芯及贸易摩擦带来外部不确定性。,18,收入端受益于苹果份额提升及汽车、通信业务放量，成长确定性较好；但原材料涨价、低毛利组装占比上升及汇率/运费压力可能使利润增速慢于收入增速。
600019,2021,73,较高景气,持平,宝钢股份在2021年受益于钢铁供给收缩、钢价上涨和高端板材需求，景气度较高，但地产下行与成本波动限制持续上行空间。,"双碳目标与粗钢产量压减带来供给约束, 制造业、出口及新能源相关高端板材需求支撑, 板材龙头议价能力与产品结构优势","地产信用风险暴露与建筑用钢需求下滑, 铁矿石、焦煤等原料成本大幅波动, 能耗双控、限电限产及汽车缺芯扰动供需节奏",success,17,疫后复苏与出口强劲支撑制造业用钢，汽车、家电、机械、造船及新能源车、风电等带动高端板材需求；但地产“三道红线”融资收紧、下半年房企信用风险暴露，建筑用钢需求预期转弱，汽车缺芯亦拖累部分板材需求。,19,双碳目标与粗钢产量压减政策限制供给扩张，行业新增产能受控，集中度提升，宝钢作为板材龙头议价能力和产品结构优势较强；但钢铁同质化竞争仍存，铁矿石等原料价格高企，限电限产对生产形成扰动。,18,双碳、能耗双控和压减粗钢产量政策利好供给收缩与钢价中枢，环保约束下龙头相对受益；但地产调控压制建筑需求，财政专项债发行偏慢、基建低于预期，出口退税等政策调整也带来外部不确定性。,19,2021年钢价上涨、吨钢盈利大幅改善，宝钢高端板材占比高，利润高增确定性较强；但周期高位下铁矿石、焦煤成本波动较大，地产下行或使需求承压，未来1-2年盈利增速可能放缓。
300033,2021,73,较高景气,上行,在资本市场改革与居民财富管理需求支撑下，同花顺金融信息服务业务有望维持较高景气，但高基数、竞争与监管压力制约增长弹性。,"资本市场改革与注册制推进, 居民财富管理需求与基金发行活跃, AI金融科技与机构数字化需求, 市场交投活跃提升付费与广告收入","市场成交与基金发行回落, 监管趋严及数据安全合规压力, 行业竞争加剧, 2020年高基数导致增速放缓",success,19,居民财富管理需求增长，2021年A股交投活跃，注册制改革与基金发行升温带动金融资讯、数据与交易相关服务需求；但2020年高基数下增速可能边际放缓。,17,同花顺在C端金融信息服务领域具备品牌、用户规模与AI数据积累优势，但面临东方财富、券商自有APP及互联网平台的竞争，行业竞争激烈且议价能力分化。,18,资本市场改革、注册制推进、北交所设立及数字经济发展利好金融信息服务；但平台经济反垄断、数据安全与金融业务持牌监管趋严，带来合规成本与不确定性。,19,高毛利软件与增值服务模式具备经营杠杆，活跃市场下付费转化、广告及基金销售有望增长；但研发投入、竞争加剧与市场波动可能影响利润增速。
