company_code,total_score,match_level,summary,policy_keywords,_status,policy_direction_score,policy_direction_reason,tech_content_score,tech_content_reason,industry_chain_score,industry_chain_reason,growth_prospect_score,growth_prospect_reason
002415,89,高度契合,公司主营业务高度契合国家数字经济、人工智能、物联网和智能制造等产业政策方向，产业位势和技术含量突出，政策契合度高。,"物联网, 人工智能, 大数据, 数字产业化, 智能制造, 工业机器人, 传感器, 智慧交通, 汽车电子, 数字化应用场景",success,24,公司以智能物联为战略定位、视频技术为核心，直接对应数字经济重点产业中的物联网、人工智能、大数据，并覆盖智能制造、机器人、汽车电子等政策鼓励方向。,23,业务涉及AI视觉算法、视频编解码、物联网软硬件、传感器、机器人、汽车电子等关键技术，契合政策对人工智能关键算法、核心电子元器件、传感器等方向的强调。,21,公司是智能物联产品与解决方案提供商，处于物联网、人工智能及数字化应用产业链的核心设备与平台环节，机器人和汽车电子等业务处于重要配套环节。,21,政策持续支持数字经济、人工智能、智能制造、智慧交通等数字化应用场景，公司智能物联、机器人和汽车电子等业务具备较大政策红利空间。
300408,88,高度契合,公司主营业务高度契合国家支持核心电子元器件、新材料、半导体材料及产业基础再造的政策方向，产业契合度较高。,"核心电子元器件, 新材料, 半导体材料, 产业基础再造, 5G/光通信, 集成电路",success,23,公司主营电子元件及基础材料，直接对应数字经济中提升核心电子元器件水平、新材料、集成电路材料及产业基础再造等政策方向。,22,业务涉及电子陶瓷材料、电子元件、半导体相关器件、光通信器件等，属于政策强调的关键基础材料与核心元器件技术环节。,22,公司处于电子信息、半导体、通信和新能源等产业链的上游材料与核心元器件环节，对产业基础能力建设具有配套和支撑作用。,21,在核心电子元器件、新材料、半导体材料、5G/光通信、储能等政策持续支持下，公司具备较好的政策红利与国产替代成长空间。
600845,88,高度契合,公司主营业务与国家数字经济、人工智能、工业互联网和智能制造政策方向高度契合，属于重点支持领域内的核心软件与系统集成服务商。,"数字经济, 人工智能, 工业互联网, 智能制造, 大数据, 云计算, 工业机器人, 产业基础再造",success,23,主营业务中的软件开发、系统集成、工业互联网、智能制造、工业机器人、大数据、云计算、人工智能平台等，直接对应数字经济、人工智能、工业互联网、智能制造等政策明确支持方向。,22,业务涉及工业自动控制、智能控制系统、工业机器人、人工智能基础资源与技术平台、大数据与云计算等关键技术环节，但描述更偏应用与系统集成。,22,处于数字经济与智能制造产业链的核心使能位置，为制造业数字化转型和工业互联网提供软件、系统集成与自动化支撑，是政策重点推进的关键配套环节。,21,国家持续推动制造业数字化转型、工业互联网、人工智能和智能制造，相关需求空间较大，公司业务有望持续受益于政策红利。
600050,88,高度契合,公司作为电信运营商，主营业务与数字经济、5G网络、算力基础设施等国家产业政策方向高度契合。,"数字经济, 5G网络, 千兆光网, 算力基础设施, 数据要素, 工业互联网, 云计算, 数字化转型",success,24,主营业务电信服务、联网通信、算网数智直接对应“十四五”数字经济、5G网络和千兆光网建设、算力基础设施与数据要素等政策重点方向。,21,业务涉及5G、云计算、大数据、物联网、算网融合等政策强调的关键技术方向，但作为电信运营商更偏网络运营与数字服务集成，非核心芯片、操作系统、基础算法等底层技术研发主体。,22,在5G、千兆光网、算力网络、工业互联网等政策重点产业链中处于基础设施运营与平台服务的核心环节。,21,政策持续加大5G、千兆光网、算力基础设施、数据要素和产业数字化转型支持，业务具有较稳定的政策红利和增长空间。
600482,88,高度契合,公司高端动力装备业务与高端装备制造、船舶海工、核电及储能等国家产业政策方向高度契合。,"高端装备制造, 海洋工程装备, 船舶, 核电, 储能, 先进电力装备, 重大技术装备, 产业基础再造",success,23,公司高端动力装备业务直接涉及高端装备制造、海洋工程装备、船舶、核电、储能等政策明确支持方向，与‘十四五’规划重点产业方向高度一致。,22,业务涵盖柴油机、燃气轮机、汽轮机、综合电力、核动力设备、储能电池等关键技术装备，符合政策强调的高端装备、重大技术装备和产业基础再造方向。,21,公司在船舶动力、海洋工程装备、核电特种设备、电力装备及储能等产业链中处于核心装备供应与系统集成环节，属于政策重点产业链的关键位置。,22,在高端装备国产化、船舶与海工装备升级、核电安全发展、储能规模化等政策推动下，公司主营业务具备较大的政策红利与市场成长空间。
000977,88,高度契合,公司主营服务器、存储、交换等云计算与AI算力基础设施产品，与数字经济、人工智能、云计算等国家产业政策高度契合。,"云计算, 大数据, 人工智能, 算力基础设施, 数字经济, 数字产业化",success,24,主营业务为云计算、大数据、人工智能等创新IT产品和解决方案，直接对应数字经济、数字产业化、人工智能、云计算等重点政策方向。,21,服务器、存储、交换等产品属于算力基础设施关键硬件，涉及高性能计算、云计算系统集成等关键技术，但非芯片设计、基础算法等最核心底层技术。,21,处于数字经济与人工智能算力产业链的核心设备与系统集成环节，是云计算、数据中心和AI算力基础设施的重要供应商。,22,政策持续强化人工智能、云计算、算力基础设施和数据要素发展，公司业务未来政策红利空间较大。
603392,88,高度契合,公司主营业务属于国家优先支持的生物医药与高端医疗器械领域，政策契合度高。,"生物医药, 高端医疗器械, 生物经济, 基因检测",success,23,主营诊断试剂、疫苗及医疗器械，直接对应政策重点支持的生物医药、高端医疗器械方向，疫苗属于生物医药创新产品，体外诊断属于高端医疗器械范畴。,22,疫苗研发生产涉及生物技术、重组表达等关键技术，体外诊断仪器试剂涉及高端医疗器械与检测技术，符合政策对生物医药和高端医疗器械核心技术的强调。,22,公司处于生物医药和医疗器械产业链的核心产品研发生产环节，疫苗和诊断试剂属于产业链高附加值、强监管的核心环节。,21,政策明确做大做强生物经济、加快生物医药和高端医疗器械发展，HPV疫苗、诊断试剂等业务具备较大政策红利与市场成长空间。
600760,88,高度契合,公司主营航空产品制造，直接契合国家航空航天新兴支柱产业方向，处于产业链核心环节，政策契合度高度契合。,"航空航天, 高端装备制造, 战略性全局性产业链, 空天科技",success,24,公司主营航空产品制造，直接属于政策明确支持的新兴支柱产业“航空航天”，且涉及飞机、无人机、特种飞机及零部件制造，与航空航天产业创新发展方向高度一致。,22,公司业务涉及飞机、无人机、特种飞机及零部件制造、飞机维修服务等，属于航空航天和高端装备制造的关键技术环节，技术含量较高。,22,公司处于航空航天产业链的整机制造与核心配套环节，属于政策提出打造战略性全局性产业链中的核心位置。,20,航空航天被列为新兴支柱产业，政策明确推动航空航天产业创新发展并打造战略性全局性产业链，公司航空产品制造业务具备较大的政策红利空间。
603658,88,高度契合,公司体外诊断试剂与仪器业务直接契合国家“高端医疗器械”与“生物经济”重点方向，属于政策优先支持的新兴支柱产业，整体契合度高。,"生物医药, 高端医疗器械, 生物经济, 基因技术, 基因检测, 智慧医疗",success,24,体外诊断试剂与仪器属于高端医疗器械范畴，直接对应“十四五”规划纲要中“生物医药：高端医疗器械”这一新兴支柱产业重点方向，同时其分子诊断、质谱检测等业务与未来产业中“基因技术：基因检测”方向高度重合，政策方向匹配度高。,22,公司覆盖免疫、微生物、分子诊断、生化、质谱等多技术平台，并具备诊断仪器与试剂一体化研发制造能力，涉及生物医药与高端装备的交叉核心技术环节，技术含量较高，但相较创新药、基因编辑、细胞治疗等前沿领域，属于技术密集型配套而非原始创新最前沿。,21,体外诊断是生物医药与医疗器械产业链中连接检验医学与临床诊疗的关键核心环节，同时向上依赖上游原料（抗原抗体、酶、磁珠等）和精密仪器零部件，公司具备试剂+仪器整合与全产品线供给能力，在国内产业链中处于相对核心位置。,21,政策明确提出做大做强生物经济、加快高端医疗器械发展，叠加分级诊疗、检验需求扩容、智慧医疗试点示范等应用场景支持，行业政策红利空间较为可观；但集采常态化与国产替代竞争也可能对盈利空间形成一定约束。
300142,88,高度契合,公司主营业务属于国家优先支持的生物医药新兴支柱产业，技术含量和产业链地位较高，整体与产业政策高度契合。,"生物医药, 生物经济, 免疫治疗, 新兴支柱产业",success,24,公司主营人用疫苗等生物技术药的研发、生产和销售，直接属于政策明确支持的新兴支柱产业中的生物医药方向，符合‘做大做强生物经济’及加快生物医药产业发展的政策导向。,22,疫苗研发生产涉及生物技术、免疫学等关键技术，技术含量较高；政策强调基因治疗、细胞治疗、免疫治疗等前沿技术，公司业务与免疫相关，但并非政策最核心的基因治疗或细胞治疗领域。,22,公司处于生物医药产业链的核心产品端，具备自主疫苗研发、生产和销售能力，产品覆盖多类疫苗，在产业链中属于核心企业。,20,政策持续支持生物医药和生物经济发展，疫苗作为预防性生物制品具有长期需求，政策红利空间较大；但需关注行业竞争和公共卫生产品定价机制的影响。
002008,88,高度契合,公司主营业务高度契合国家智能制造、高端装备制造及产业基础再造等产业政策方向，政策红利空间良好。,"智能制造, 高端装备制造, 工业机器人, 半导体设备, 新能源设备, 产业基础再造",success,23,公司主营智能制造装备及关键器件，直接对应“智能制造”“高端装备制造”“工业机器人”等政策重点方向，并涉及半导体设备、新能源设备等支持领域。,22,公司产品涵盖激光器、运动控制系统、伺服电机、半导体设备等，涉及高端装备核心部件与关键技术，符合产业基础再造和高端装备技术升级方向。,21,公司处于智能制造与高端装备产业链的核心装备及关键器件环节，为半导体、新能源等行业提供设备与系统解决方案，具备较强核心配套地位。,22,政策持续支持制造业优化升级、智能制造、半导体与新能源发展，公司激光及自动化设备需求空间较大，政策红利较为明确。
000333,88,高度契合,公司主营业务与十四五规划重点方向高度契合，在高端装备、新能源、智慧物流等领域直接受益于政策支持。,"工业机器人, 高端装备制造, 新能源, 智慧物流, 智能制造, 数字化应用场景, 消费品工业, 高端医疗器械",success,24,主营业务覆盖工业机器人（高端装备制造）、新能源、智慧物流（数字化应用场景）、智能制造（传统产业改造升级）、智能家居（消费品工业优化升级）及健康医疗（高端医疗器械）等多个政策明确支持方向，直接匹配度高。,21,工业机器人与自动化、新能源技术、智慧物流系统等涉及政策强调的关键技术环节，但智能家居等业务技术含量相对一般，整体技术含量较高。,21,通过库卡等布局工业机器人核心装备，在高端装备产业链中处于核心地位；新能源、智慧物流等业务处于重要配套或应用环节，产业链地位较突出。,22,政策对高端装备、新能源、数字经济等支持力度大，公司相关业务未来政策红利空间广阔，发展前景良好。
000625,87,高度契合,公司主营新能源乘用车与商用车整车及发动机研发制造，直接属于国家战略性新兴产业中的新能源汽车重点领域，产业链地位核心，政策契合度高。,"新能源汽车, 整车制造, 动力电池及关键零部件, 战略性新兴产业, 智能制造, 产业基础再造, 新能源商用车",success,24,公司主营整车研发制造销售及发动机研发生产，产品明确为新能源乘用车与新能源商用车，直接对应纲要及政府工作报告中列为战略性新兴产业重点领域的“新能源汽车（整车制造、动力电池及关键零部件）”方向，属于政策优先支持的核心产业。,20,整车研发制造及发动机研发生产涉及新能源汽车关键技术环节与智能制造工艺，属于政策强调的先进制造与产业基础再造范畴；但相较动力电池、车规级芯片、智能驾驶算法等前沿环节，公司主业更偏整车集成与动力总成，技术前沿度略低于政策最尖端方向。,22,整车制造处于新能源汽车产业链的核心“链主”位置，向上牵引动力电池、零部件配套，向下连接汽车消费与后市场，符合纲要“打造战略性全局性产业链”“培育先进制造业集群”中对整车环节的定位。,21,新能源汽车是政策支持力度最大、持续性最强的方向之一，叠加智能制造、产业基础再造、绿色制造等政策协同，公司在新能源乘用车与商用车双线布局，未来政策红利与市场空间较大；但行业竞争激烈、补贴退坡带来的边际红利有所收窄。
000425,87,高度契合,公司主营工程机械直接属于“十四五”高端装备制造重点方向，政策契合度较高，但技术前沿性和行业周期限制其红利弹性。,"高端装备制造, 工程机械, 智能制造, 产业基础再造, 绿色制造",success,25,主营业务中的工程机械被“十四五”规划明确列入高端装备制造这一新兴支柱产业，政策方向匹配度高。,20,工程机械属于高端装备制造范畴，涉及智能制造、核心零部件等方向，但相较集成电路、量子信息等前沿领域，技术前沿性一般。,22,公司处于工程机械产业链整机研发制造的核心环节，是高端装备制造领域的重要主体，但部分基础零部件仍属产业基础再造关注环节。,20,政策支持高端装备制造、智能制造和绿色制造，有利于公司长期发展，但工程机械行业具有周期性，政策红利释放相对稳健而非爆发式增长。
601698,87,高度契合,公司卫星通信主营业务直接落在航空航天（卫星应用）与未来网络（卫星互联网）两大政策重点方向，处于产业链运营核心环节，政策契合度高，但技术研发重心偏运营服务侧，故未给满分。,"航空航天, 卫星应用, 商业航天, 卫星互联网, 未来网络, 战略性全局性产业链",success,24,主营业务为卫星通信服务、维护与研发，直接对应“十四五”规划中新兴支柱产业“航空航天”明确列出的“卫星应用”方向，同时属于未来产业“未来网络”中的“卫星互联网”前瞻布局领域，政策指向高度明确。,20,业务涵盖通信广播卫星系统开发管理、卫星地面应用系统及相关设备的设计开发，涉及卫星通信这一高技术门槛环节，但公司侧重运营服务与系统集成，在卫星平台、载荷、核心芯片等前沿技术研发上的技术含量相对弱于制造端。,21,公司经营基础电信业务（卫星通信），属卫星应用产业链中的运营服务核心环节，是连接卫星制造与下游应用的关键枢纽，在天地一体化信息网络中占据重要地位，但处于产业链中游运营侧而非上游核心器件制造。,22,卫星互联网被列入未来产业前瞻布局，商业航天、卫星应用被列为战略性全局性产业链，政策支持力度大、持续时间长，随着低轨星座建设与应用场景拓展，公司作为卫星通信运营主体具备较大政策红利空间。
300003,86,高度契合,公司主营业务处于生物医药与高端医疗器械政策支持方向，与国家产业政策高度契合。,"生物医药, 高端医疗器械, 创新药, 智慧医疗",success,23,主营业务覆盖医疗器械、药品、医疗服务与健康管理，直接对应“十四五”规划中生物医药、高端医疗器械、创新药等明确支持方向。,20,公司涉及医疗器械及配件技术开发、药品研制生产，属于生物医药与高端医疗器械领域，但给定描述未具体体现基因治疗、细胞治疗等前沿技术，技术含量判断偏审慎。,21,处于生物医药与医疗器械产业链的产品研发、生产与销售环节，属于政策重点培育产业的核心或关键环节之一。,22,政策提出做大做强生物经济、加快生物医药与高端医疗器械发展，并推进智慧医疗应用，公司业务具备较好的政策红利空间。
002384,86,高度契合,公司主营业务与集成电路、核心电子元器件、5G光通信、数字经济及新能源汽车等国家产业政策方向高度契合，整体政策匹配度较高。,"核心电子元器件, 高端芯片, 5G网络, 千兆光网, 数字经济, 新能源汽车, 智能制造, 产业基础再造",success,22,公司主营电子电路、光模块及光芯片、精密组件、光电显示模组，属于政策明确支持的核心电子元器件、通信设备、高端芯片与数字经济方向，同时汽车零部件及水冷板等业务与新能源汽车方向相关。,21,公司业务涉及光芯片、数据中心光模块、电信光模块、软硬结合板、OLED模组等，技术含量较高，契合政策强调的高端芯片、核心电子元器件、5G与千兆光网、智能制造等关键技术环节。,21,公司处于电子电路、光通信器件、显示模组等产业链关键配套与核心组件环节，产品服务于5G通信、数据中心、新能源汽车、消费电子等重点领域，产业链地位较为核心。,22,在5G网络、千兆光网、算力基础设施、数字经济、新能源汽车等政策持续支持下，公司光模块、电子电路、新能源车零部件等业务具备较大的政策红利与市场成长空间。
600522,86,高度契合,公司主营业务与“十四五”规划中的数字基础设施、新能源、高端装备制造等方向高度契合，政策支持力度大、产业链地位较强。,"5G网络, 千兆光网, 通信设备, 光伏发电, 海上风电, 储能, 先进电力装备, 海洋工程装备",success,23,主营业务覆盖光通信及网络、电网建设、光伏、风电（含海上风电）、储能、海洋工程装备等，直接对应“十四五”规划中5G/千兆光网、新能源、高端装备制造等明确支持方向。,20,涉及光纤预制棒、海底光电缆、电力传输装备、储能系统、海上风电设备等关键技术环节，具有一定技术门槛，但未覆盖集成电路、人工智能等最前沿核心领域。,21,在光通信、电力传输、海上风电及储能产业链中处于关键设备和材料供应环节，海缆、光纤光缆、储能系统等具备较强产业链地位。,22,政策持续推动5G网络、千兆光网、新能源发电、海上风电、储能及海洋工程装备发展，相关业务具备较大政策红利和成长空间。
601766,86,高度契合,公司主营的轨道交通装备业务直接列入'先进轨道交通装备'与'高铁'等国家重点支持方向，产业链地位核心、政策匹配度高，但行业成熟度较高使其成长弹性略低于新兴前沿产业，综合契合度属高度契合。,"先进轨道交通装备, 高端装备制造, 高铁全产业链竞争力, 重大技术装备, 智能制造, 绿色制造",success,24,主营业务中的动车组、机车、城市轨道车辆、轨道工程机械直接对应政策明确列出的'高端装备制造—先进轨道交通装备'，同时属于传统产业改造升级中'重大技术装备'领域需巩固提升全产业链竞争力的高铁方向，政策方向匹配度极高。,21,动车组、大功率机车、轨道工程机械属于技术密集型高端装备，涉及牵引传动、网络控制、系统集成等核心环节，与政策强调的高端装备关键核心技术攻关、智能制造示范方向契合，但相较集成电路、人工智能等前沿领域，其技术定位偏向成熟高端制造。,23,公司是轨道交通装备产业链的整车与系统集成核心主体，处于政策所指'先进轨道交通装备'产业链的关键中枢位置，对上下游零部件、机电设备、电子电器具有较强的带动作用，产业链地位为核心。,18,政策支持以'巩固提升全产业链竞争力'为主基调，配合城市轨道交通建设、智能制造升级与绿色制造改造，可带来稳定政策红利；但行业整体处于成熟期，缺乏新兴支柱产业的高增速弹性，政策增量空间相对温和。
600438,86,高度契合,公司“光伏+农牧”双主业中，高纯晶硅与太阳能电池业务深度契合国家新能源战略性新兴产业方向且处于产业链核心环节，整体与产业政策高度契合。,"新能源, 光伏发电, 战略性新兴产业, 清洁能源基地, 高纯晶硅, 太阳能电池",success,22,公司光伏板块（高纯晶硅、太阳能电池及组件、光伏电力）直接对应“十四五”规划明确列为战略性新兴产业重点领域的“新能源——光伏发电”，属于政策优先支持方向；饲料、食品等农牧业务属传统产业改造升级范畴，关联度相对较弱，故略有扣分。,22,高纯晶硅与高效太阳能电池属于光伏产业链技术密集的核心环节，涉及关键材料与核心器件制造，契合政策强调的新材料（半导体材料/功能性材料）与新能源关键技术方向；饲料加工技术含量相对常规。,21,公司为全球高纯晶硅与太阳能电池环节的头部企业，处于光伏产业链上游材料与中游核心制造的关键位置，属于国家清洁能源产业链的核心节点，而非边缘配套。,21,纲要提出“大力提升风电、光伏发电规模”“建设多能互补的清洁能源基地”，光伏装机长期增长确定性强，公司核心环节业务有望持续享受政策红利；农牧业务成长性与政策拉动相对有限。
000157,86,高度契合,公司主营工程机械等高端装备制造，直接契合国家高端装备制造和智能制造政策方向，整体属于高度契合。,"高端装备制造, 工程机械, 智能制造, 先进制造业集群, 绿色制造",success,23,主营业务中的工程机械被政策明确列入高端装备制造这一新兴支柱产业，属于优先支持方向；农业机械、矿山机械也与制造业升级和重大装备发展方向相关。,21,公司业务涉及高端装备研发制造，符合政策对高端装备制造、智能制造和产业基础再造的技术升级要求，但并非集成电路、航空航天等前沿核心技术领域。,22,公司作为工程机械等高端装备的整机制造商，处于高端装备制造产业链的核心环节，符合政策培育先进制造业集群和提升产业链竞争力的方向。,20,政策持续支持高端装备制造、智能制造和绿色制造，工程机械行业有望受益于制造业优化升级和先进制造业集群建设，但政策红利弹性不及未来产业和新兴数字产业。
601989,86,高度契合,公司主营海洋防务、海洋运输、深海及海洋开发装备，同时对应'海洋工程装备''船舶重大技术装备'与'深海空天开发'三大政策落点，处于产业链总体核心位置，与国家产业政策高度契合。,"海洋工程装备, 船舶重大技术装备, 深海空天开发, 深海探测装备, 深地深海资源开发, 高端装备制造, 全产业链竞争力, 海上风电",success,24,主营业务中的海洋工程装备被纲要明确列入新兴支柱产业'航空航天'重点方向（商业航天、卫星应用、海洋工程装备），舰船属于'重大技术装备'中明确点名巩固提升全产业链竞争力的领域（高铁、电力装备、新能源、船舶），深海装备及海洋开发装备直接对应未来产业'深海空天开发'中的深海探测装备与深地深海资源开发，海洋防务装备契合海洋强国与安全发展导向，政策方向匹配度极高。,21,业务涵盖深海装备、海洋科考装备、舰船配套及机电装备等，涉及深海探测、极端环境装备设计研制等关键技术环节，属于纲要提出的前沿科技与产业变革领域；但相较集成电路、量子信息、基因技术等'国家重大科技项目'前沿领域，其技术定位更偏向高端装备系统集成与工程实现，故略作扣减。,22,公司为海洋防务及船舶海工装备的总体设计与总装制造单位，处于船舶与海洋工程装备产业链的核心/总体位置，是纲要要求'巩固提升全产业链竞争力'的重大技术装备领域骨干力量，并带动舰船配套、机电装备等上下游环节，产业链地位核心。,19,受益于海洋强国战略、深海空天开发前瞻布局、重大技术装备全产业链竞争力提升以及海上风电等海洋开发需求，政策红利空间明确且持续；但舰船海工属周期性较强的重资产行业，政策更多体现为能力巩固与结构升级而非新兴产业式的高速扩张，红利释放节奏相对平稳。
601727,86,高度契合,公司主营的电力装备、新能源装备与系统集成业务精准落在“高端装备制造+新能源+重大技术装备”政策主线上，产业链地位核心，与国家产业政策高度契合。,"高端装备制造, 先进电力装备, 新能源, 风电（含海上风电）, 核电, 重大技术装备, 智能制造, 绿色制造, 储能",success,23,公司主营的电站设备（锅炉、汽轮机、汽轮发电机）、风电装备及电力工程总承包，直接对应政策明确支持的“高端装备制造—先进电力装备”与“新能源—光伏、风电（含海上风电）、核电、储能”方向，同时被列为“重大技术装备”全产业链竞争力巩固提升的重点领域，属于政策鼓励的核心产业方向。,21,汽轮机、汽轮发电机、大型锅炉等主设备属于电力装备的高端核心环节，涉及高效清洁发电、核电装备、大兆瓦风电等关键技术，与纲要强调的先进电力装备、绿色制造与智能制造（示范工厂、标准体系）技术导向高度一致；但电梯、风机等业务技术含量相对偏配套。,21,公司处于电力装备与新能源装备产业链的主设备制造与系统集成环节，具备设备总成套、EPC总承包能力，属于政策重点培育的先进制造业集群中的核心骨干位置，而非边缘配套。,21,在新能源装机规模提升、海上风电有序发展、沿海核电安全稳妥推进、制造业数字化转型与绿色制造体系完善的多重政策支持下，公司能源装备与集成服务业务具备较明确的政策红利空间；但传统煤电装备需求受结构调整约束，增长弹性部分受限。
603087,85,高度契合,公司主营胰岛素类似物，属于国家优先支持的生物医药产业，技术含量高，产业链地位核心，发展前景良好，与产业政策高度契合。,"生物医药, 创新药, 生物经济, 新兴支柱产业",success,22,公司主营胰岛素类似物属于生物医药产业，是国家“十四五”规划明确支持的新兴支柱产业，方向匹配度高。,22,胰岛素类似物研发生产涉及基因重组、蛋白质纯化等生物高技术，符合政策对生物医药关键技术深度研发的要求。,21,公司掌握原料药与制剂全链条，是糖尿病治疗生物药产业链的核心制造环节。,20,政策支持生物医药发展，糖尿病用药需求持续增长，但集采等政策可能影响利润空间，总体政策红利可观。
002241,85,高度契合,公司主营的MR/AR光学器件与智能眼镜、MEMS传感器及精密零组件高度契合数字经济重点产业与产业基础再造方向，处于VR/AR与传感器产业链核心位置，属高度契合国家产业政策的标的。,"虚拟现实和增强现实, 传感器, 核心电子元器件, 高端芯片, 产业基础再造, 智能制造, 数字经济, MEMS",success,22,主营业务中的MR/AR光学器件与模组、AI智能眼镜、MR混合现实、AR增强现实设备，直接对应纲要明确列为数字经济七大重点产业之一的“虚拟现实和增强现实”；MEMS声学传感器及其他MEMS传感器、3D结构光模组、微系统模组则落在“高端芯片与操作系统”中传感器、核心电子元器件等关键领域，精密零组件属于“产业基础再造”的基础零部件及元器件方向，政策方向匹配度高。,21,公司业务涉及微纳光学器件、MR/AR光学模组、3D结构光模组、ARHUD模组、MEMS传感器及微系统模组等，属于政策强调的光学与微机电系统关键核心技术环节，并覆盖智能无线耳机、智能可穿戴等智能终端整机集成，技术含量与政策强调的关键技术方向契合度较高；但业务主体仍偏向元器件与整机集成，非政策最前沿的芯片制造、算法基础理论等核心攻关环节。,21,公司在VR/AR光学与整机代工环节具备全球领先的供应链地位，处于虚拟现实/增强现实产业链的核心配套与整机集成位置，同时向上延伸至MEMS器件、微系统模组等核心元器件，属于政策重点培育产业链中的核心环节，而非边缘参与者。,21,虚拟现实与增强现实被列为数字经济重点产业，传感器、核心电子元器件被纳入产业基础再造与高端芯片攻关范畴，叠加智能制造与数字化转型推进，公司所处赛道政策支持力度大、应用场景（智能穿戴、智能家居、智能游戏）持续拓展，中长期政策红利空间较为充裕；但消费电子终端需求波动可能影响政策红利的兑现节奏。
600150,85,高度契合,公司主营船舶造修、海洋工程及机电设备，高度契合国家重大技术装备、海洋工程装备和深海开发等产业政策方向。,"船舶, 海洋工程装备, 高端装备制造, 重大技术装备, 深海空天开发",success,23,主营业务中的船舶造修、海洋工程及机电设备直接对应“十四五”规划中重大技术装备（船舶）全产业链竞争力提升、海洋工程装备以及深海空天开发等政策支持方向。,20,业务涉及高端船舶、海洋工程装备和机电设备等高端装备制造，符合政策对重大技术装备和关键装备技术的要求，但并非集成电路、人工智能等最前沿核心领域。,22,公司是国内船舶与海洋工程领域的核心总装企业，处于政策重点产业链的核心环节，对巩固提升船舶等重大技术装备全产业链竞争力具有关键支撑作用。,20,政策支持船舶工业全产业链竞争力、海洋工程装备和深海开发，叠加绿色船舶、海上风电等需求，政策红利空间较大，但业务仍受船舶行业周期影响。
000725,84,高度契合,公司以半导体显示为核心，业务覆盖物联网、传感器、MLED和智慧医工，紧密契合数字经济、核心电子元器件和智慧医疗等国家产业政策方向，整体契合度高。,"核心电子元器件, 物联网, 传感器, 智慧医疗, 数字经济, 智能制造",success,22,显示器件属于核心电子元器件和数字产业化范畴，物联网、传感、MLED、智慧医工分别对应物联网、传感器、高端电子器件和智慧医疗等政策鼓励方向。,21,业务涉及半导体显示、MLED、传感器等关键技术环节，符合政策对关键核心技术创新和高端芯片、传感器等领域的支持导向。,21,公司在显示器件及物联网、传感等领域处于电子信息产业链核心或关键配套位置，契合核心电子元器件和智能制造升级要求。,20,数字经济、物联网、智慧医疗等政策持续支持，为显示与物联网融合、MLED和智慧医工业务提供较大政策红利空间。
601877,84,高度契合,公司以光伏电站、逆变器及储能和智能配电电器双主业布局，直接契合“新能源”“先进电力装备”“智能制造”等国家政策重点方向，整体契合度高。,"光伏发电, 储能, 先进电力装备, 智能制造, 物联网, 智能控制系统, 绿色制造",success,23,主营业务中的光伏电站开发建设运营、逆变器及储能直接对应政策明确列为新兴支柱产业的“新能源”方向（光伏发电、储能），低压配电电器等对应“高端装备制造—先进电力装备”，智能仪器仪表、智能控制系统、物联网业务亦契合数字经济发展方向，政策方向匹配度高。,19,逆变器及储能涉及电力电子核心技术，智能仪器仪表、智能控制系统集成、物联网设备制造涉及智能制造与数字产业化关键环节，具备一定技术含量；但低压电器、建筑电器等传统产品线技术相对成熟，未涉及纲要强调的集成电路、高端芯片等最前沿“卡脖子”核心技术。,20,在光伏产业链中处于逆变器、储能及电站开发运营的核心环节，并具备EPC总包与BIPV能力，同时在电力装备产业链中居于配电环节的关键配套位置，整体产业链地位较为核心。,22,政策要求大力提升风电、光伏发电规模并推进新型储能发展，叠加智能电网与制造业数字化转型需求，公司业务具备较大政策红利空间；但光伏行业竞争激烈、产能阶段性过剩可能对冲部分政策收益。
300122,84,高度契合,公司主营疫苗与生物制品，属于国家生物医药和生物经济重点支持方向，产业链地位核心，整体与产业政策高度契合。,"生物医药, 生物经济, 免疫治疗, 新兴支柱产业",success,23,主营疫苗及生物制品研发、生产、销售，属于“十四五”规划明确支持生物医药、生物经济等新兴支柱产业方向，政策方向匹配度高。,20,疫苗研发生产涉及生物技术、免疫学、基因工程等关键技术，与生物医药核心环节高度相关，但政策文本更突出基因治疗、细胞治疗、免疫治疗等，疫苗预防性生物制品关联较强但非完全等同。,21,公司覆盖疫苗研发、生产、销售、推广、配送及进出口，处于疫苗产业链核心制造与供应环节，并代理进口疫苗，产业链地位较强。,20,政策提出做大做强生物经济，疫苗行业受益于公共卫生、老龄化、传染病防控等长期需求，政策红利空间较大，但需关注行业监管与市场竞争。
